1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,1,2
70,1,3
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,22,17
78,26,21
79,1,2
80,0,0
81,4,6
82,5,7
83,0,0
84,0,0
85,0,0
86,20,25
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,1,2
93,5,7
94,8,9
95,0,0
96,0,0
97,27,29
98,31,34
99,0,0
100,36,35
101,0,0
102,0,0
103,14,12
104,15,13
105,15,13
106,19,24
107,26,18
108,26,23
109,30,28
110,31,38
111,44,40
112,44,40
113,44,42
114,10,16
115,15,11
116,15,11
117,31,38
118,31,38
119,36,33
120,36,35
121,36,39
122,36,39
123,32,37
124,44,43
125,46,45
126,56,59
127,44,41
128,47,48
129,50,49
130,51,54
131,55,58
132,60,57
133,61,64
134,63,62
135,67,66
136,68,65
137,69,71
138,69,76
139,69,76
140,69,78
141,73,72
142,77,70
143,77,70
144,77,74
145,80,91
146,82,79
147,87,89
148,51,54
149,51,54
150,51,54
151,52,53
152,60,57
153,69,76
154,69,78
155,73,72
156,77,70
157,77,75
158,81,88
159,82,83
160,82,84
161,94,99
162,69,78
163,94,99
164,69,76
165,69,78
166,69,78
167,77,70
168,77,70
169,81,86
170,82,79
171,90,85
172,98,96
173,98,100
174,101,95
175,101,102
176,110,113
177,111,106
178,116,120
179,77,70
180,82,79
181,93,97
182,98,100
183,104,107
184,110,105
185,110,108
186,82,79
187,93,97
188,94,92
189,110,103
190,110,103
191,110,105
192,110,105
193,111,106
194,111,106
195,114,122
196,94,92
197,111,106
198,111,109
199,114,122
200,110,105
201,110,108
202,121,124
203,112,118
204,130,129
205,110,103
206,110,103
207,110,105
208,114,122
209,117,115
210,117,119
211,121,125
212,121,125
213,112,118
214,126,127
215,130,129
216,130,129
217,130,128
218,117,115
219,121,123
220,116,120
221,130,129
222,131,132
223,134,137
224,134,144
225,139,133
226,142,135
227,142,138
228,142,138
229,142,151
230,145,150
231,130,128
232,139,147
233,145,150
234,146,143
235,153,159
236,155,158
237,156,161
238,141,148
239,149,136
240,153,152
241,139,147
242,139,147
243,155,158
244,155,160
245,139,133
246,149,140
247,154,157
248,164,177
