249,170,174
250,175,172
251,176,171
252,178,168
253,180,184
254,178,165
255,180,184
256,182,183
257,173,166
258,181,185
259,182,183
260,182,183
261,186,194
262,187,189
263,193,192
264,195,191
265,163,162
266,164,167
267,176,169
268,187,189
269,182,183
270,179,190
271,186,194
272,187,188
273,211,206
274,211,210
275,196,197
276,199,198
277,202,201
278,202,203
279,211,217
280,214,209
281,214,212
282,216,207
283,223,229
284,223,229
285,223,229
286,230,224
287,204,200
288,204,200
289,204,200
290,208,215
291,211,210
292,214,205
293,223,229
294,223,229
295,223,229
296,230,220
297,230,224
298,230,225
299,228,234
300,232,233
301,211,206
302,216,213
303,219,218
304,221,227
305,232,231
306,240,238
307,230,222
308,230,226
309,228,236
310,243,241
311,232,233
312,250,247
313,250,247
314,252,245
315,235,237
316,240,239
317,242,244
318,252,245
319,256,255
320,256,255
321,248,249
322,258,261
323,262,257
324,263,259
325,252,246
326,252,251
327,252,253
328,256,254
329,256,255
330,266,265
331,270,274
332,269,273
333,286,275
334,286,285
335,288,294
336,288,294
337,291,290
338,300,287
339,300,295
340,256,254
341,256,255
342,264,260
343,268,267
344,269,271
345,280,276
346,286,281
347,291,290
348,291,290
349,277,283
350,272,278
351,284,282
352,286,279
353,291,290
354,291,293
355,292,298
356,299,289
357,286,275
358,291,297
359,299,296
360,300,295
361,301,304
362,301,305
363,301,305
364,309,307
365,310,308
366,314,313
367,292,298
368,292,298
369,300,287
370,300,287
371,306,303
372,292,298
373,300,295
374,306,302
375,310,308
376,317,320
377,319,316
378,323,324
379,306,303
380,311,312
381,319,315
382,319,315
383,319,315
384,323,324
385,326,329
386,318,321
387,323,322
388,328,327
389,330,325
390,331,335
391,339,340
392,331,335
393,334,337
394,334,337
395,339,333
396,341,336
397,354,352
398,354,352
399,355,351
400,359,363
401,361,360
402,365,358
403,339,342
404,339,343
405,344,348
406,346,345
407,346,345
408,354,356
409,355,351
410,361,366
411,347,332
412,349,353
413,354,350
414,354,352
415,347,338
416,346,345
417,359,363
418,361,360
419,361,360
420,361,366
421,372,377
422,355,351
423,355,351
424,359,357
425,361,360
426,364,362
427,371,370
428,368,369
429,372,373
430,375,378
431,376,374
432,381,379
433,382,380
434,371,367
435,382,380
436,385,384
437,389,386
438,388,387
439,375,378
440,385,383
441,393,397
442,400,398
443,410,405
444,390,391
445,392,399
446,392,399
447,410,404
448,410,405
449,411,413
450,411,413
451,400,395
452,400,401
453,410,404
454,415,419
455,392,394
456,400,396
457,400,401
458,400,402
459,403,409
460,408,406
461,414,412
462,415,416
463,417,420
464,422,433
465,424,426
466,429,430
467,403,407
468,403,407
469,411,413
470,411,413
471,417,420
472,418,421
473,422,425
474,427,428
475,427,431
476,437,436
477,437,436
478,437,438
479,417,420
480,432,423
481,434,435
482,437,438
483,437,438
484,440,439
485,443,441
486,454,451
487,459,463
488,466,461
489,443,442
490,444,449
491,450,446
492,466,461
493,445,447
494,450,448
495,459,456
496,459,456
497,459,456
498,464,465
499,469,468
500,470,478
501,476,475
502,477,471
503,452,453
504,455,462
505,464,460
506,466,458
507,469,468
508,457,467
509,470,472
510,470,478
511,473,474
512,480,482
513,481,479
514,483,484
515,487,486
516,488,485
517,498,499
518,509,511
519,491,489
520,491,492
521,494,495
522,500,496
523,509,504
524,503,504
525,503,505
526,512,506
527,509,508
528,509,511
529,509,507
530,514,513
531,490,492
532,501,493
533,497,502
534,509,504
535,509,505
536,509,510
537,530,529
538,532,531
539,535,531
540,532,534
541,533,536
542,527,518
543,516,517
544,526,515
545,528,521
546,524,522
547,519,523
548,525,520
