id sire dam hwpmgs bwt
3956114611328 3914181802109 3914175511931 395817142 259
3956114611627 3914181802109 3914178571027 395654142 251
3956114621129 3914181822004 3914172321147 395654142 257
3956114621130 3914181822004 3914172321147 395606141 291
3956114651923 3914184921302 3914181841115 395806141 306
3956117702124 3917175481739 3917184921414 395855172 244
3956117711935 3917175481739 3917184861320 395654172 222
3956117711936 3917175481739 3917184861320 395654172 240
3956117741521 3917175481739 3917181741410 395706171 271
3956117741735 3917172311124 3917178671732 395755172 225
3956117771824 3917178661332 3917181782121 395656172 215
3956117771826 3917175481739 3917181782121 395655172 243
3956117771832 3917175481739 3917181782121 395855172 249
3956117801323 3917175481739 3917184921414 395856172 272
3956117811134 3917184991409 3917175411841 395806171 278
3956117821036 3917175481739 3917175411840 395754172 232
3956117822127 3917175481739 3917187101101 395755172 215
3956117841133 3917184991409 3917178551032 395655172 257
3956117841419 3917175481739 3917181741422 395655172 215
3956120851113 3920184961526 3920178641139 395754202 230
3956120851114 3920184961526 3920178641139 395754202 207
3956120891122 3920181812016 3920175471447 395754202 233
3956120891126 3920190271204 3920175471447 395805201 301
3956120901308 3920184961526 3920181741432 395654202 240
3956120921320 3920178661355 3920181791217 395605201 289
3956120991014 3920184961526 3920175431551 395655202 243
3956123121302 3923187241806 3923181841143 395754232 206
3956123151011 3923184872102 3923178551473 395755232 239
3956123151012 3923184872102 3923178551473 395755232 220
3956123221504 3923187241806 3923187101125 395855232 231
3956126331903 3926187211614 3926193471401 395705261 249
3959114581146 3914184921302 3914172271727 396106141 298
3959114601265 3914181822004 3914175491128 396007142 268
3959114621147 3914181822004 3914172321147 396106141 284
3959114631959 3914181822004 3914181792003 396106141 280
3959114632168 3914184921302 3914181841109 395906141 290
3959114651071 3914184921302 3914169151761 396107142 271
3959114661159 3914184921302 3914172311054 396007142 281
3959114661228 3914184921302 3914175411826 395956142 264
3959117741534 3917175481739 3917181741410 395955172 245
3959117741536 3917184991409 3917181741410 396006171 295
3959117741539 3917175481739 3917181741410 396055172 255
3959117751450 3917184991409 3917178551329 396106171 280
3959117781354 3920187142002 3917175401818 395955172 257
3959117811135 3917184991409 3917175411841 395955172 260
3959117811136 3917175481739 3917175411841 395955172 240
3959117811138 3917178602135 3917175411841 395955172 271
3959117821041 3917175481739 3917175411840 395906171 290
3959117822137 3920187142002 3917187101101 395955172 273
3959117832159 3917175481739 3917184971407 396155172 252
3959120862026 3920184961526 3920190292004 396156202 262
3959120871015 3920184951024 3920175441845 396106201 264
3959120901317 3920184961526 3920181741432 395906201 281
3959120911732 3920184961526 3920184931818 396054202 248
3959120911813 3920190381908 3920184961522 395955202 250
3959120911814 3920184911532 3920184961522 395955202 241
3959120912130 3920178661355 3920187211405 396056202 265
3959120962015 3920190381908 3920187171509 396056202 279
3959120962143 3920190381908 3920190321201 396154202 265
3959120971442 3920184961526 3920181781738 396154202 236
3959120981725 3920178661355 3920184871414 395955202 260
3959120981729 3920184951024 3920184871414 396156202 272
3959120991434 3920178661355 3920181801807 395954202 251
3959120991722 3920184961526 3920184891608 395906201 301
3959123111920 3923190361213 3923190301815 396156232 241
3959123141526 3923178581452 3923184891634 396054232 258
3959123161312 3923190361213 3923184921335 395955232 237
3959123181914 3923187241806 3923190291413 396156232 251
3959123232107 3923187241806 3923193451010 396005231 283
3959126291211 3926187211614 3926184961550 396056262 222
3959126291512 3926187211614 3926190281520 396155262 249
3959126292111 3926187151118 3926193531705 396056262 249
3959126301212 3926193481504 3926184981058 396055262 228
3959126301305 3926187211614 3926187101137 396055262 202
3959126301619 3926184912019 3926193531706 396156262 225
3959126311209 3926187211614 3926184992029 395905261 300
3959126311803 3926187211614 3926190381302 396056262 262
3959126312006 3926187211614 3926193471001 396055262 238
3959126321112 3926184912019 3926184891442 396155262 238
3959126321114 3926184912019 3926184891442 396105261 285
3959126321115 3926190291420 3926184891442 396156262 230
3959126321708 3926187211614 3926190291805 395956262 245
3959126361019 3926193471403 3926181721073 396154262 244
3959126361910 3926187211614 3926193422110 396056262 224
3959126371704 3926190291420 3926190261407 396055262 243
3959126381107 3926184851439 3926184911824 395955262 241
3959126381116 3926190291420 3926184911824 396156262 232
3959126381117 3926190291420 3926184911824 396156262 235
3959126381503 3926187211614 3926190311216 395954262 230
3962117711966 3917175481739 3917184861320 396307172 238
3962117721444 3917175481739 3917181702103 396406172 271
3962117741549 3917178661332 3917181741410 396307172 246
3962117742031 3917184991409 3917184921315 396206171 273
3962117751457 3917175481739 3917175411840 396307172 224
3962117811152 3917184961510 3917175411841 396307172 232
3962117831757 3917181741416 3917181831901 396307172 231
3962120861936 3920190381908 3920187211410 396255202 240
3962120871018 3920184951024 3920175441845 396205201 292
3962120881550 3920184951024 3920181792028 396456202 236
3962120891634 3920184961526 3920181791420 396405201 299
3962120901331 3920184951024 3920181741432 396206201 286
3962120902045 3920190381908 3920190361004 396405201 327
3962120912139 3920178661355 3920187211405 396206201 281
3962120931742 3920184961526 3920184981028 396256202 239
3962120951618 3920190381908 3920184871506 396254202 235
3962120962023 3920190381908 3920187171509 396254202 216
3962120981745 3920184951024 3920184871414 396454202 264
3962123111028 3923178581452 3923178671753 396256232 239
3962123172045 3923178581452 3923190361211 396405231 297
3962123211925 3923187241806 3923190272002 396354232 241
3962123231613 3923181791906 3923187131715 396355232 249
3962126291139 3926193481504 3926184891344 396404261 286
3962126291521 3926184912019 3926190281520 396356262 242
3962126301312 3926187211614 3926187101137 396354262 218
3962126331217 3926187211614 3926187111614 396205261 276
3962126351829 3926187211614 3926190351031 396354262 248
3962126371216 3926193471403 3926181812051 396354262 264
3962129421402 3929193541022 3929193451615 396205291 254
3962129422109 3929190292033 3929196661001 396354292 235
3962129431101 3929190292033 3929184962051 396255292 213
3962129441508 3929190361231 3929193451615 396356292 243
3962129501502 3929184901559 3929193481812 396206291 274
3962129532005 3929190361231 3929196632107 396404291 290
3962129541908 3929187191726 3929193522014 396454292 281
3962132551803 3932193501002 3932199711913 396355322 237
3962132632102 3932193481245 3932199811507 396305321 280
3962132672102 3932190361634 3932199761310 396305321 299
3962132681001 3932187171941 3932102951807 396355322 227
3962132681004 3932187171941 3932102951807 396354322 239
3965117711054 3920187142002 3917178571838 396507172 263
3965117781461 3917175481739 3917175421812 396507172 267
3965117802170 3917175481739 3917184981811 396507172 265
3965117821149 3917178661332 3917184951008 396507172 264
3965117831946 3917175481739 3917184921313 396506171 313
3965120851150 3920184961526 3920178641139 396605201 322
3965120861444 3920184961526 3920181731103 396507202 242
3965120861943 3920190381908 3920187211410 396654202 246
3965120872058 3920184961526 3920190292003 396705201 289
3965120881551 3920190381908 3920181792028 396554202 241
3965120881560 3920184951024 3920181792028 396706202 269
3965120891642 3920184961526 3920181791420 396656202 223
3965120901344 3920184961526 3920181741432 396605201 296
3965120901348 3920184961529 3920181741432 396706202 252
3965120942042 3920184951024 3920187181702 396506201 282
3965120982130 3920190381908 3920187201903 396555202 246
3965120991751 3920184961526 3920184891608 396507202 274
3965123141549 3923190361213 3923184891634 396506231 311
3965123161833 3923181791906 3923187211720 396756232 253
3965123182148 3923190361213 3923190341607 396654232 251
3965123182149 3923190361213 3923190341607 396756232 265
3965123182151 3923190361213 3923190341607 396705231 297
3965123211025 3923178581452 3923178551477 396656232 248
3965123221535 3923190361213 3923187101125 396605231 302
3965126251715 3926184912019 3926190291425 396705262 252
3965126291014 3926184912019 3926184891016 396656262 272
3965126291319 3926187151118 3926190261409 396705261 273
3965126301236 3926184912019 3926184981058 396505261 289
3965126311034 3926190291429 3926184851941 396505261 307
3965126331002 3926187211614 3926184891015 396556262 267
3965126331003 3926193471403 3926184891015 396556262 233
3965126331942 3926187101128 3926193471401 396604261 282
3965126331944 3926187101128 3926193471401 396604262 247
3965126352037 3926184912019 3926193431511 396605262 264
3965126361614 3926193471403 3926190251226 396654262 253
3965126361932 3926184912019 3926193422110 396554262 242
3965126371221 3926193471403 3926181812051 396554262 246
3965126371224 3926193471403 3926181812051 396554262 246
3965126381641 3926187151118 3926190351021 396656262 259
3965126381738 3926184912019 3926193422001 396505261 303
3965126382111 3926193471403 3926193531507 396755262 245
3965129411404 3929190292033 3929187171541 396756292 246
3965129422119 3929193541022 3929196661001 396656292 252
3965129431119 3929187191726 3929184962051 396755292 229
3965129431122 3929190292033 3929184962051 396754292 249
3965129431611 3929190292033 3929193422006 396654292 256
3965129432014 3929187191726 3929196661711 396556292 258
3965129441101 3929193541022 3929187101425 396555292 215
3965129441520 3929193541022 3929193451615 396656292 240
3965129441523 3929184901559 3929193451615 396755292 255
3965129442110 3929190321333 3929199711903 396555292 283
3965129461007 3929187191726 3929184941047 396505291 314
3965129461903 3929190261331 3929196682101 396655292 222
3965129471714 3929190292033 3929193481809 396505291 263
3965129471918 3929190292033 3929196621903 396654292 254
3965129472126 3929190292033 3929199801202 396755292 236
3965129501204 3929190292033 3929190261604 396655292 212
3965129511311 3929190261331 3929187171633 396656292 269
3965129521314 3929190261614 3929190291435 396556292 244
3965129531510 3929193541022 3929190311715 396755292 243
3965129531512 3929193541022 3929190311715 396755292 242
3965129531610 3929187191726 3929190371621 396554292 257
3965129541008 3929193541022 3929187151135 396755292 240
3965129541613 3929190292033 3929190381311 396754292 221
3965132562008 3932190351512 3932199731911 396554322 205
3965132581410 3932193481245 3932190391219 396505321 293
3965132581411 3932190361634 3932190391219 396505321 277
3965132601216 3932190361634 3932187131735 396704321 262
3965132612114 3932187201841 3932199791603 396654322 224
3965132632110 3932190351512 3932199811507 396556322 236
3965132661112 3932193501002 3932187141754 396656322 221
3965132661217 3932199811715 3932187191745 396755322 221
3965132671807 3932193501002 3932196661718 396555322 235
3965132672115 3932187171941 3932199761310 396654322 203
3965132681013 3932102971608 3932102951807 396555322 235
3965132681019 3932187171941 3932102951807 396754322 235
3965132681202 3932193481245 3932187101156 396555322 231
3965132681207 3932193531630 3932187101156 396655322 235
3965135741203 3935190261450 3935102961814 396655352 196
3965135781702 3935196661726 3935196662014 396755352 227
3965135801304 3935102961817 3935190351052 396604351 258
3965135802004 3935190261623 3935199811727 396604351 254
3968120861954 3920190381908 3920187211410 396806201 308
3968120871850 3920184961526 3920187191602 396807202 210
3968120872060 3920184961526 3920190292003 396807202 228
3968120891252 3920178661355 3920175481753 396806202 259
3968120902060 3920184961526 3920190361004 396806201 278
3968120911568 3920178661355 3920181842142 396807202 230
3968120981754 3920178661355 3920184871414 396807202 231
3968123111053 3923190361213 3923178671753 396807232 229
