id sire dam hwpmgs bwt
4004159131662 3959117751450 3959117832159 400554592 243
4004159131663 3959117751450 3959117832159 400505591 260
4004159131742 3959120871015 3959120851124 400505591 247
4004159131952 3959117751450 3959120861841 400404591 281
4004159132043 3959117821041 3959120862026 400554592 247
4004159141228 3959114632168 3959120901026 400404591 285
4004159141230 3959114632168 3959120901026 400555592 259
4004159141327 3959123232107 3959120902028 400404591 272
4004159141328 3959123232107 3959120902028 400404591 284
4004159141331 3959123232107 3959120902028 400554592 216
4004159141450 3959120871015 3959120902031 400554592 228
4004159141545 3959117751450 3959120911732 400404591 290
4004159141940 3959120871015 3959120912130 400404591 293
4004159141944 3959114632168 3959120912130 400505591 285
4004159151029 3959114621147 3959120961139 400404591 288
4004159151034 3959120871015 3959120961139 400554592 217
4004159151143 3959123232107 3959120962015 400456592 264
4004159151144 3959123232107 3959120962015 400404591 293
4004159151145 3959123232107 3959120962015 400456592 250
4004159151146 3959120871015 3959120962015 400505591 304
4004159151147 3959114621147 3959120962015 400554592 240
4004159151148 3959120871015 3959120962015 400554592 209
4004159151149 3959114621147 3959120962015 400505591 278
4004159151246 3959114632168 3959120962016 400505591 263
4004159151552 3959120871015 3959120971442 400455592 247
4004159151553 3959123232107 3959120971442 400404591 281
4004159151555 3959123232107 3959120971442 400454592 243
4004159151558 3959120871015 3959120971442 400554592 244
4004159151949 3959123232107 3959120981726 400554592 249
4004159152035 3959117751450 3959120981729 400404591 315
4004159152036 3959117751450 3959120981729 400554592 276
4004159161047 3959120871015 3959120991236 400455592 242
4004159161048 3959120871015 3959120991236 400505591 263
4004159161140 3959117751450 3959120991434 400406592 241
4004159161251 3959114632168 3959120991444 400505591 282
4004159161411 3959117821041 3959120991820 400456592 227
4004159161412 3959117821041 3959120991820 400404591 309
4004159161415 3959123232107 3959120991820 400554592 237
4004159161536 3959117821041 3959120902019 400404591 284
4004159161733 3959117821041 3959123111024 400555592 230
4004159161947 3959114632168 3959123111920 400404591 323
4004159161948 3959120871015 3959123111920 400404591 329
4004159161949 3959120871015 3959123111920 400455592 253
4004159161950 3959120871015 3959123111920 400555592 224
4004159161951 3959120871015 3959123111920 400505591 279
4004159161953 3959120871015 3959123111920 400554592 253
4004159171138 3959120901317 3959123121623 400404591 252
4004159171139 3959114621147 3959123121623 400554592 253
4004159171140 3959120871015 3959123121623 400505591 245
4004159171355 3959117751450 3959123141222 400505591 289
4004159171429 3959120871015 3959123141223 400404591 263
4004159171628 3959120901317 3959123151016 400455592 239
4004159171757 3959120871015 3959123141526 400505591 268
4004159171760 3959120871015 3959123141526 400554592 255
4004159171804 3959120871015 3959123151016 400554592 221
4004159171937 3959120871015 3959123161312 400404591 290
4004159171938 3959114632168 3959123161312 400404591 259
4004159171939 3959120871015 3959123161312 400404591 293
4004159171941 3959120871015 3959123161312 400554592 255
4004159171942 3959120871015 3959123161312 400505591 306
4004159172114 3959117821041 3959123161318 400554592 239
4004159181051 3959120871015 3959123171427 400455592 231
4004159181053 3959120871015 3959123171427 400404591 267
4004159181233 3959126311209 3959123181433 400404591 290
4004159181239 3959114632168 3959123181433 400505591 234
4004159181240 3959114632168 3959123181433 400505591 254
4004159181438 3959114632168 3959123182121 400406592 248
4004159181532 3959114632168 3959123182122 400456592 238
4004159181538 3959114632168 3959123182122 400555592 272
4004159181836 3959123232107 3959123201417 400406592 285
4004159181837 3959123232107 3959123201417 400406592 250
4004159181838 3959117751450 3959123201417 400456592 244
4004159181839 3959114632168 3959123201417 400505591 268
4004159181840 3959120871015 3959123201417 400554592 248
4004159191431 3959117751450 3959123221627 400404591 279
4004159191437 3959114621147 3959123221627 400554592 266
4004159191650 3959117751450 3959123232110 400505591 294
4004159191652 3959120871015 3959123232110 400554592 268
4004159191653 3959117821041 3959123232110 400555592 241
4004159191750 3959120871015 3959126251908 400404591 319
4004159191753 3959123232107 3959126251908 400554592 225
4004159191756 3959114632168 3959126251908 400505591 288
4004159191938 3959120871015 3959126262008 400404591 301
4004159191939 3959117751450 3959126262008 400456592 262
4004159192025 3959117751450 3959126262011 400404591 295
4004159201019 3959123232107 3959126271817 400404591 301
4004159201022 3959114621147 3959126271817 400505591 283
4004159201023 3959117821041 3959126271817 400555592 251
4004159201442 3959123232107 3959126282111 400404591 286
4004159201443 3959117751450 3959126282111 400454592 271
4004159201445 3959117751450 3959126282111 400404591 270
4004159201545 3959126311209 3959126291211 400404591 295
4004159201547 3959117751450 3959126291211 400404591 292
4004159201548 3959126311209 3959126291211 400505591 268
4004159201639 3959117751450 3959126291512 400455592 250
4004159201643 3959123232107 3959126291512 400505591 303
4004159201644 3959123232107 3959126291512 400555592 222
4004159201739 3959117751450 3959126292111 400404591 294
4004159201934 3959117751450 3959126301211 400404591 288
4004159201935 3959114632168 3959126301211 400404591 283
4004159202046 3959123232107 3959126301212 400505591 254
4004159211139 3959120871015 3959126301306 400404591 257
4004159211140 3959120871015 3959126301306 400554592 261
4004159211228 3959117821041 3959126301507 400404591 318
4004159211229 3959120871015 3959126301507 400404591 275
4004159211230 3959114632168 3959126301507 400505591 284
4004159211232 3959120871015 3959126301507 400554592 254
4004159211536 3959123232107 3959126301514 400555592 230
4004159211729 3959114632168 3959126301619 400404591 321
4004159211733 3959120901317 3959126301619 400505591 279
4004159211929 3959123232107 3959126311213 400406592 269
4004159211930 3959123232107 3959126311213 400404591 270
4004159211931 3959123232107 3959126311213 400456592 269
4004159212142 3959114632168 3959126312006 400404591 294
4004159212143 3959117741536 3959126312006 400454592 242
4004159221052 3959114632168 3959126321011 400505591 256
4004159221228 3959117821041 3959126321112 400454592 242
4004159221230 3959114621147 3959126321112 400455592 230
4004159221328 3959117821041 3959126321115 400505591 286
4004159221329 3959117821041 3959126321115 400554592 222
4004159221555 3959117751450 3959126321708 400404592 252
4004159221558 3959120871015 3959126321708 400554592 266
4004159221560 3959120871015 3959126321708 400554592 265
4004159221641 3959114621147 3959126321718 400404591 293
4004159221644 3959114632168 3959126321718 400404591 253
4004159221648 3959114632168 3959126321718 400505591 276
4004159221769 3959114632168 3959126331613 400505591 286
4004159221770 3959117821041 3959126331613 400505591 268
4004159222135 3959114621147 3959126341308 400404591 312
4004159222137 3959114621147 3959126341308 400404591 312
4004159222140 3959114621147 3959126341308 400555592 233
4004159231234 3959117821041 3959126352016 400456592 249
4004159231235 3959117751450 3959126352016 400404591 259
4004159231240 3959117821041 3959126352016 400505591 294
4004159231241 3959123232107 3959126352016 400554592 239
4004159231341 3959117821041 3959126361019 400404591 290
4004159231344 3959117821041 3959126361019 400456592 246
4004159231346 3959117821041 3959126361019 400404591 268
4004159231347 3959117751450 3959126361019 400554592 247
4004159231727 3959117821041 3959126371704 400404591 275
4004159231728 3959117821041 3959126371704 400554592 239
4004159231836 3959120871015 3959126371707 400404591 267
4004159232045 3959114632168 3959126381107 400454592 248
4004159241048 3959117751450 3959126381116 400455592 265
4004159241125 3959117751450 3959126381117 400505591 271
4004159241249 3959114632168 3959126381503 400505591 276
4004159241364 3959120901317 3959126381612 400404591 260
4004159241370 3959114621147 3959126381612 400505591 301
4004159241630 3959114632168 3959126381718 400456592 263
4004159241631 3959117751450 3959126301211 400404591 284
4004159241741 3959123232107 3959126381721 400555592 234
4004159242156 3959120871015 3959126381613 400404591 279
4004159242157 3959123232107 3959126381613 400404591 279
4004159242159 3959120871015 3959126381613 400456592 266
4004159242160 3959123232107 3959126381613 400505591 288
4004162251343 3962132632102 3962117741549 400456622 261
4004162251344 3962132632102 3962117741549 400455622 257
4004162251345 3962120871018 3962117741549 400456622 248
4004162251348 3962132632102 3962117741549 400555622 248
4004162251351 3962120871018 3962117741549 400505622 275
4004162251736 3962129532005 3962117781937 400555622 252
4004162251840 3962132672102 3962117782147 400554622 254
4004162251947 3962120901331 3962117811152 400404621 310
4004162251951 3962120901331 3962117811152 400404621 292
4004162261042 3962129532005 3962117821857 400505621 261
4004162261232 3962120901331 3962120861440 400404621 291
4004162261450 3962132672102 3962120861936 400554622 244
4004162261918 3962132672102 3962120901328 400455622 227
4004162262045 3962120901331 3962120901330 400404621 284
4004162272146 3962120901331 3962120951618 400555622 230
4004162281129 3962120901331 3962120961142 400404621 290
4004162281338 3962132672102 3962120962024 400404621 290
4004162281341 3962132672102 3962120962024 400554622 244
4004162281431 3962120901331 3962120971447 400404621 284
4004162281434 3962120901331 3962120971447 400555622 249
4004162281827 3962132672102 3962123111028 400404621 304
4004162282038 3962120901331 3962123111030 400404621 295
4004162292027 3962132672102 3962123181928 400554622 233
4004162301334 3962120901331 3962123211925 400404621 292
4004162301335 3962120901331 3962123211925 400456622 250
4004162301336 3962120901331 3962123211925 400404621 285
4004162301338 3962120901331 3962123211925 400404621 287
4004162301339 3962120901331 3962123211925 400404621 294
4004162301341 3962120901331 3962123211925 400505621 287
4004162302034 3962129532005 3962126291002 400554622 249
4004162302142 3962132672102 3962126291133 400404621 267
4004162302145 3962132672102 3962126291133 400404621 272
4004162311822 3962129532005 3962126321410 400404621 309
4004162311824 3962129532005 3962126321410 400505621 326
4004162312126 3962129532005 3962126322007 400404621 287
4004162321605 3962120901331 3962126342015 400404621 312
4004162321607 3962132672102 3962126342015 400505621 305
4004162321848 3962132672102 3962126351829 400505621 285
4004162331323 3962132672102 3962126371321 400404621 304
4004162331325 3962132672102 3962126371321 400404621 306
4004162331439 3962120901331 3962126371711 400554622 246
4004162331731 3962129532005 3962126381626 400505621 242
4004162341346 3962129532005 3962129422109 400404621 322
4004162341347 3962120912139 3962129422109 400554622 265
4004162341855 3962132672102 3962129431705 400404621 302
4004162341859 3962120901331 3962129431705 400505621 287
4004162341931 3962132672102 3962129431706 400554622 223
4004162351224 3962120901331 3962129441508 400455622 229
4004162352131 3962132672102 3962129471406 400404621 281
4004162361227 3962120901331 3962129481407 400456622 247
4004162361831 3962120901331 3962129511907 400455622 242
4004162361832 3962132672102 3962129511907 400404621 305
4004162361836 3962129532005 3962120981745 400505621 257
4004162381727 3962129532005 3962132601205 400404621 283
4004162391304 3962132672102 3962132641405 400555622 230
4004162391638 3962132672102 3962132681001 400404621 317
4004162391640 3962132672102 3962132681001 400404621 289
4004162391641 3962132672102 3962132681001 400404621 292
4004162391931 3962129532005 3962120981745 400554622 256
4004162391932 3959114631959 3962120981745 400555622 215
4004165401034 3965135801304 3965117711975 400404651 292
4004165401037 3965126311034 3965117711975 400555652 252
4004165401038 3965126311034 3965117711975 400504651 266
4004165401039 3965126311034 3965117711975 400504651 232
4004165401040 3965126311034 3965117711975 400504651 241
4004165401041 3965126311034 3965117711975 400554652 230
4004165401119 3965126311034 3965117721040 400404651 256
4004165401121 3965120901344 3965117721040 400404651 286
4004165401224 3965135801304 3965117741558 400404651 271
4004165401225 3965135801304 3965117741558 400404651 283
4004165401325 3965120902050 3965117781461 400404651 284
4004165401326 3965135801304 3965117781461 400404651 252
4004165401327 3965135801304 3965117781461 400454652 227
4004165401330 3965135801304 3965117781461 400505651 279
4004165401331 3965135801304 3965117781461 400504651 268
4004165401332 3965135801304 3965117781461 400504651 253
4004165401333 3965120902050 3965117781461 400603651 285
4004165401336 3965126311034 3965117781461 400603651 284
4004165401337 3965135801304 3965117781461 400655652 241
4004165401528 3965120901344 3965120861444 400404651 289
4004165401531 3965135801304 3965120861444 400504651 255
4004165401532 3965135801304 3965120861444 400504651 272
4004165401533 3965120901344 3965120861444 400603651 278
4004165401534 3965126311034 3965120861444 400603651 282
4004165401736 3965135801304 3965120861943 400505651 266
4004165401810 3965126311034 3965126382111 400404651 292
4004165401811 3965120942042 3965126382111 400404651 313
4004165401814 3965120942042 3965126382111 400404651 302
4004165401816 3965135801304 3965126382111 400504651 287
4004165401817 3965126311034 3965126382111 400504651 291
4004165401818 3965126311034 3965126382111 400504651 291
4004165401819 3965126311034 3965126382111 400603651 278
4004165401931 3965120901344 3965120871027 400454652 233
4004165401932 3965120901344 3965120871027 400404651 269
4004165401938 3965120942042 3965120871027 400555652 231
4004165401939 3965120901344 3965120871027 400504651 270
4004165401940 3965120942042 3965120871027 400554652 231
4004165402135 3965126311034 3965120881551 400505652 266
4004165411027 3965135801304 3965120881560 400554652 226
4004165411029 3965120901344 3965120881560 400603651 302
4004165411224 3965135801304 3965120901340 400554652 255
4004165411227 3965135801304 3965120901340 400504651 280
4004165411327 3965126311034 3965120901345 400404651 324
4004165411329 3965126311034 3965120901345 400504651 288
4004165411332 3965135801304 3965120901345 400504651 264
4004165411333 3965126311034 3965120901345 400603651 266
4004165411337 3965126311034 3965120901345 400603651 302
4004165411631 3965120901344 3965120921542 400404651 279
4004165411632 3965120901344 3965120921542 400456652 236
4004165411633 3965120901344 3965120921542 400404651 290
4004165411634 3965120901344 3965120921542 400404651 262
4004165411635 3965120901344 3965120921542 400404652 246
4004165411641 3965120942042 3965120921542 400603651 293
4004165411644 3965120942042 3965120921542 400656652 222
4004165411722 3965126311034 3965120931555 400404651 295
4004165411723 3965120942042 3965120931555 400455652 223
4004165411724 3965120901344 3965120931555 400404651 288
4004165411731 3965126311034 3965120931555 400603651 276
4004165411829 3965135801304 3965120951631 400404651 278
4004165411831 3965135801304 3965120951631 400456652 248
4004165411833 3965126311034 3965120951631 400554652 238
4004165411834 3965126311034 3965120951631 400555652 219
4004165411835 3965135801304 3965120951631 400554652 243
4004165411836 3965135801304 3965120951631 400504651 275
4004165411837 3965126311034 3965120951631 400656652 238
4004165411840 3965126311034 3965120951631 400603651 275
4004165411937 3965126311034 3965120951635 400554652 233
4004165411939 3965126311034 3965120951635 400504651 292
4004165411940 3965126311034 3965120951635 400603651 287
4004165411942 3965126311034 3965120951635 400603651 281
4004165411944 3965126311034 3965120951635 400603651 269
4004165412028 3965120901344 3965129511311 400455652 233
4004165412145 3965126311034 3965120951637 400603651 277
4004165421116 3965135801304 3965120961153 400404651 288
4004165421227 3965135801304 3965120962032 400404651 283
4004165421329 3965120901344 3965120991751 400404651 281
4004165421333 3965120901344 3965120991751 400504651 254
4004165421337 3965120901344 3965120991751 400505652 234
4004165421739 3965135801304 3965123111409 400404651 265
4004165421741 3965135801304 3965123111409 400404651 283
4004165421742 3965120901344 3965123111409 400504651 275
4004165422029 3965120901344 3965123141546 400404651 289
4004165422033 3965120942042 3965123141546 400655652 229
4004165422131 3965120942042 3965123151804 400404651 267
4004165422132 3965120942042 3965123151804 400456652 248
4004165422134 3965126311034 3965123151804 400456652 250
4004165422135 3965126311034 3965123151804 400404651 286
4004165431038 3965120942042 3965123161928 400456652 223
4004165431047 3965126311034 3965123161928 400555652 242
4004165431124 3965120901344 3965123182142 400554652 241
4004165431126 3965120942042 3965123182142 400555652 253
4004165431221 3965126311034 3965123182144 400404651 303
4004165431225 3965126311034 3965123182144 400504651 304
4004165431228 3965126311034 3965123182144 400554652 255
4004165431229 3965126311034 3965123182144 400603651 248
4004165431232 3965126311034 3965123182144 400603651 286
4004165431233 3965126311034 3965123182144 400603651 293
4004165431335 3965126311034 3965123182148 400404651 274
4004165431339 3965126311034 3965123182148 400504651 293
4004165431340 3965126311034 3965123182148 400504651 261
4004165431344 3965126311034 3965123182148 400603651 275
4004165431346 3965126311034 3965123182148 400655652 202
4004165431437 3965132581410 3965123182149 400456652 225
4004165431438 3965132581410 3965123182149 400404651 278
4004165431439 3965132581410 3965123182149 400456652 234
4004165431440 3965132581410 3965123182149 400504651 300
4004165431442 3965123221535 3965123182149 400504651 248
4004165431443 3965132581410 3965123182149 400554652 243
4004165431445 3965123221535 3965123182149 400603651 282
4004165431446 3965123221535 3965123182149 400603651 261
4004165431733 3965135801304 3965123211343 400404651 265
4004165431735 3965135801304 3965123211343 400404651 268
4004165431736 3965135801304 3965123211343 400404651 311
4004165432033 3965120901344 3965123221530 400554652 258
4004165432123 3965120942042 3965123231620 400404651 325
4004165432125 3965120942042 3965123231620 400504651 298
4004165441033 3965126311034 3965123232136 400603651 273
4004165441228 3965120942042 3965126251711 400404651 268
4004165441230 3965120942042 3965126251711 400455652 250
4004165441231 3965126311034 3965126251711 400504651 260
4004165441232 3965126311034 3965126251711 400555652 230
4004165441234 3965126311034 3965126251711 400554652 261
4004165441236 3965126311034 3965126251711 400656652 237
4004165441237 3965120901344 3965126251711 400603651 255
4004165441238 3965126311034 3965126251711 400656652 247
4004165441325 3965126311034 3965126251713 400554652 217
4004165441443 3965126311034 3965126251715 400555652 190
4004165441444 3965126311034 3965126251715 400554652 229
4004165441449 3965126311034 3965126251715 400656652 223
4004165441450 3965126311034 3965126251715 400603651 278
4004165441522 3965132581410 3965126291014 400554652 283
4004165441627 3965120901344 3965126291147 400456652 222
4004165441634 3965126311034 3965126291147 400603651 284
4004165441636 3965126311034 3965126291147 400603651 251
4004165441716 3965126311034 3965126291237 400454652 234
4004165441719 3965126311034 3965126291237 400404651 279
4004165441720 3965126311034 3965126291237 400554652 216
4004165441721 3965126311034 3965126291237 400504651 277
4004165441725 3965126311034 3965126291237 400656652 224
4004165441810 3965120942042 3965126291311 400456652 203
4004165441813 3965120942042 3965126291311 400504651 272
4004165441923 3965120901344 3965126291316 400504651 267
4004165441927 3965120901344 3965126291316 400656652 256
4004165451033 3965120942042 3965126292123 400505652 205
4004165451240 3965135801304 3965126321506 400404651 261
4004165451249 3965126311034 3965126321506 400655652 226
4004165451311 3965126311034 3965126331002 400603651 290
4004165451422 3965120942042 3965126331003 400456652 228
4004165451635 3965126311034 3965126331006 400404651 272
4004165451641 3965126311034 3965126331006 400554652 238
4004165451645 3965120901344 3965126331006 400603651 279
4004165452033 3965120942042 3965126331941 400455652 250
4004165452132 3965120901344 3965126331944 400455652 250
4004165452135 3965120901344 3965126331944 400455652 213
4004165452139 3965120901344 3965126331944 400504651 265
4004165452140 3965120942042 3965126331944 400656652 206
4004165461426 3965126311034 3965126351841 400404651 259
4004165461523 3965135801304 3965126351843 400404651 258
4004165461525 3965135801304 3965126351843 400404651 244
4004165461630 3965135801304 3965129472116 400404651 320
4004165461631 3965126311034 3965129472116 400404651 260
4004165461634 3965135801304 3965129472116 400555652 230
4004165461636 3965126311034 3965129472116 400554652 217
4004165461637 3965120901344 3965129472116 400554652 237
4004165461638 3965126311034 3965129472116 400555652 205
4004165461642 3965120901344 3965129472116 400603651 300
4004165461724 3965129461007 3965126352037 400404651 276
4004165461725 3965129461007 3965126352037 400455652 264
4004165461726 3965129461007 3965126352037 400454652 261
4004165461727 3965123221535 3965126352037 400404651 280
4004165461729 3965120901344 3965126352037 400554652 223
4004165461730 3965126311034 3965126352037 400504651 274
4004165461734 3965126311034 3965126352037 400655652 221
4004165461737 3965126311034 3965126352037 400655652 215
4004165461840 3965120901344 3965126361932 400404651 282
4004165461846 3965120942042 3965126361932 400655652 213
4004165461915 3965123221535 3965126371221 400454652 241
4004165461916 3965120942042 3965126371221 400404651 263
4004165461919 3965129461007 3965126371221 400404651 278
4004165461922 3965126311034 3965126371221 400554652 225
4004165461923 3965120901344 3965126371221 400504651 272
4004165461925 3965120901344 3965126371221 400504651 255
4004165461930 3965123221535 3965126371221 400656652 231
4004165462019 3965126311034 3965126371222 400404651 277
4004165462021 3965120901344 3965126371222 400454652 236
4004165462029 3965126311034 3965126371222 400656652 206
4004165462124 3965132581410 3965126371224 400454652 200
4004165462125 3965123221535 3965126371224 400404651 279
4004165462126 3965132581410 3965126371224 400404651 285
4004165462127 3965123221535 3965126371224 400404651 291
4004165462128 3965123221535 3965126371224 400454652 244
4004165462129 3965132581410 3965126371224 400554652 219
4004165462130 3965135801304 3965126371224 400555652 225
4004165462131 3965132581410 3965126371224 400554652 240
4004165462132 3965132581410 3965126371224 400504651 283
4004165462134 3965132581410 3965126371224 400656652 228
4004165462136 3965132581410 3965126371224 400656652 242
4004165462137 3965132581410 3965126371224 400655652 235
4004165462138 3965132581410 3965126371224 400603651 275
4004165471026 3965120942042 3965126381133 400504651 268
4004165471028 3965120942042 3965126381133 400504651 241
4004165471029 3965120942042 3965126381133 400554652 228
4004165471032 3965120942042 3965126381133 400655652 205
4004165471124 3965120901344 3965126381137 400404652 262
4004165471125 3965120901344 3965126381137 400404651 276
4004165471126 3965120901344 3965126381137 400404651 268
4004165471127 3965120901344 3965126381137 400454652 229
4004165471128 3965120942042 3965126381137 400455652 228
4004165471134 3965120942042 3965126381137 400656652 243
4004165471135 3965120901344 3965126381137 400655652 202
4004165471137 3965120942042 3965126381137 400655652 209
4004165471230 3965120901344 3965126381634 400404651 274
4004165471337 3965120942042 3965126381637 400504651 300
4004165471342 3965120942042 3965126381637 400504651 274
4004165471343 3965120942042 3965126381637 400603651 269
4004165471345 3965120942042 3965126381637 400603651 240
4004165471346 3965120942042 3965126381637 400603651 290
4004165471431 3965120942042 3965126381641 400454652 212
4004165471435 3965126311034 3965126381641 400554652 201
4004165471439 3965123221535 3965126381641 400603651 255
4004165471441 3965132581410 3965126381641 400603651 266
4004165471729 3965126311034 3965129411404 400455652 243
4004165471828 3965120942042 3965129411514 400504651 264
4004165471829 3965120942042 3965129411514 400504651 262
4004165471912 3965126311034 3965129421007 400404651 281
4004165472018 3965135801304 3965129421014 400404651 255
4004165472020 3965135801304 3965129421014 400404651 285
4004165472121 3965120942042 3965129421623 400404651 264
4004165472127 3965126311034 3965129421623 400554652 245
4004165481026 3965120942042 3965129422116 400455652 237
4004165481031 3965120942042 3965129422116 400554652 204
4004165481032 3965126311034 3965129422116 400655652 206
4004165481033 3965120942042 3965129422116 400603651 268
4004165481136 3965120942042 3965129422119 400404652 256
4004165481318 3965126311034 3965129431117 400455652 264
4004165481320 3965126311034 3965129431117 400404651 282
4004165481325 3965126311034 3965129431117 400555652 243
4004165481327 3965126311034 3965129431117 400655652 259
4004165481424 3965126351840 3965129431119 400404651 307
4004165481425 3965120902050 3965129431119 400404651 310
4004165481432 3965120942042 3965129431119 400656652 217
4004165481433 3965120942042 3965129431119 400603651 280
4004165481516 3965135831107 3965129431122 400404651 297
4004165481517 3965123221535 3965129431122 400555652 242
4004165481518 3965132581410 3965129431122 400504651 258
4004165481520 3965123221535 3965129431122 400554652 233
4004165481521 3965123221535 3965129431122 400655652 215
4004165481525 3965123221535 3965129431122 400603651 278
4004165481617 3965120901344 3965129431610 400404651 307
4004165481619 3965120901344 3965129431610 400504651 283
4004165481620 3965120901344 3965129431610 400554652 233
4004165481621 3965120901344 3965129431610 400504651 276
4004165481726 3965126311034 3965129431611 400456652 253
4004165481730 3965120901344 3965129431611 400504651 300
4004165481731 3965126311034 3965129431611 400504651 284
4004165481732 3965126311034 3965129431611 400504651 290
4004165481835 3965126311034 3965126252118 400554652 228
4004165481836 3965126311034 3965126252118 400603651 279
4004165481944 3965120942042 3965129432012 400404651 282
4004165481945 3965120942042 3965129432012 400404651 276
4004165481950 3965120942042 3965129432012 400504651 272
4004165481956 3965120942042 3965129432012 400603651 284
4004165482123 3965120942042 3965129441523 400456652 248
4004165482128 3965120942042 3965129441523 400554652 257
4004165491222 3965120942042 3965120901767 400404651 274
4004165491223 3965120942042 3965120901767 400456652 222
4004165491224 3965120942042 3965120901767 400456652 241
4004165491225 3965120942042 3965120901767 400404651 256
4004165491226 3965120942042 3965120901767 400554652 237
4004165491227 3965120942042 3965120901767 400554652 232
4004165491228 3965120942042 3965120901767 400554652 246
4004165491229 3965120942042 3965120901767 400554652 223
4004165491324 3965120901344 3965129451217 400404651 275
4004165491326 3965120901344 3965129451217 400404651 291
4004165491328 3965120942042 3965129451217 400504651 274
4004165491333 3965120942042 3965129451217 400656652 239
4004165491335 3965120942042 3965129451217 400656652 250
4004165491423 3965120901344 3965129461903 400455652 243
4004165491424 3965120902050 3965129461903 400404651 276
4004165491619 3965120901344 3965129471916 400404651 286
4004165491626 3965120942042 3965129471916 400504651 253
4004165491628 3965120942042 3965129471916 400655652 213
4004165491631 3965120942042 3965129471916 400603651 246
4004165491828 3965126311034 3965129472126 400404651 284
4004165491829 3965126311034 3965129472126 400456652 225
4004165491830 3965126311034 3965129472126 400504651 276
4004165491833 3965120901344 3965129472126 400603651 257
4004165491834 3965120901344 3965129472126 400655652 233
4004165491928 3965120942042 3965129481013 400554652 231
4004165491930 3965120942042 3965129481013 400505652 229
4004165491934 3965120942042 3965129481013 400603651 253
4004165492026 3965126311034 3965129481113 400504651 290
4004165492027 3965126311034 3965129481113 400554652 253
4004165492028 3965126311034 3965129481113 400555652 233
4004165492033 3965126311034 3965129481113 400603651 263
4004165492034 3965126311034 3965129481113 400603651 300
4004165492035 3965120942042 3965129481113 400603651 267
4004165492110 3965120901344 3965129481116 400455652 237
4004165492112 3965120901344 3965129481116 400456652 211
4004165501132 3965120901344 3965129491813 400404651 276
4004165501135 3965120901344 3965129491813 400404651 265
4004165501136 3965126311034 3965129491813 400404651 245
4004165501139 3965120901344 3965129491813 400504651 273
4004165501227 3965126311034 3965129501204 400404651 259
4004165501228 3965129461007 3965129501204 400455652 245
4004165501229 3965129461007 3965129501204 400404651 288
4004165501232 3965123221535 3965129501204 400554652 237
4004165501233 3965126311034 3965129501204 400554652 240
4004165501235 3965123221535 3965129501204 400554652 229
4004165501236 3965120942042 3965129501204 400603651 242
4004165501238 3965126311034 3965129501204 400603651 267
4004165501240 3965117831946 3965129501204 400656652 231
4004165501426 3965120901344 3965129502013 400504651 263
4004165501821 3965126351840 3965129531512 400404651 229
4004165501822 3965135801304 3965129531512 400404651 256
4004165501823 3965126351840 3965129531512 400404651 268
4004165501824 3965135801304 3965129531512 400404651 272
4004165501828 3965132581410 3965129531512 400504651 247
4004165501833 3965132581410 3965129531512 400603651 270
4004165501926 3965117831946 3965129531610 400404651 300
4004165501927 3965117831946 3965129531610 400404651 271
4004165501928 3965135801304 3965129531610 400404651 283
4004165501930 3965120942042 3965129531610 400555652 231
4004165501931 3965120901344 3965129531610 400504651 304
4004165501934 3965120902050 3965129531610 400603651 290
4004165501936 3965120902050 3965129531610 400603651 276
4004165511025 3965126311034 3965129541611 400404651 270
4004165511027 3965120901344 3965129541611 400456652 255
4004165511137 3965126311034 3965129541613 400555652 237
4004165511141 3965126311034 3965129541613 400656652 199
4004165511142 3965126311034 3965129541613 400656652 200
4004165511221 3965120901344 3965129541723 400404651 287
4004165511414 3965120942042 3965132551305 400454652 261
4004165511415 3965120942042 3965132551305 400404651 259
4004165511416 3965120942042 3965132551305 400404651 255
4004165511417 3965120901344 3965132551305 400504651 269
4004165511419 3965120942042 3965132551305 400554652 239
4004165511421 3965120901344 3965132551305 400554652 246
4004165511630 3965120901344 3965132562014 400404651 274
4004165511631 3965120942042 3965132562014 400456652 228
4004165511715 3965126311034 3965129521817 400404651 313
4004165511716 3965126311034 3965129521817 400555652 252
4004165511717 3965126311034 3965129521817 400554652 271
4004165511720 3965126311034 3965129521817 400603651 281
4004165511721 3965126311034 3965129521817 400656652 236
4004165512035 3965120942042 3965132612114 400554652 246
4004165521027 3965120942042 3965132632108 400454652 268
4004165521031 3965126311034 3965132632108 400603651 261
4004165521034 3965126311034 3965132632108 400655652 241
4004165521035 3965126311034 3965132632108 400603651 325
4004165521133 3965126311034 3965132632110 400603651 273
4004165521236 3965126311034 3965132632119 400455652 237
4004165521243 3965126311034 3965132632119 400555652 224
4004165521244 3965126311034 3965132632119 400603651 288
4004165521418 3965135831107 3965132661112 400404651 306
4004165521419 3965123221535 3965132661112 400404651 305
4004165521420 3965135831107 3965132661112 400455652 250
4004165521423 3965120942042 3965132661112 400505651 239
4004165521424 3965123221535 3965132661112 400656652 218
4004165521425 3965123221535 3965132661112 400656652 252
4004165521426 3965123221535 3965132661112 400656652 232
4004165521527 3965132581410 3965132661217 400504651 274
4004165521617 3965135801304 3965132662013 400404651 280
4004165521621 3965126311034 3965132662013 400603651 275
4004165521728 3965126311034 3965132671410 400404651 299
4004165521732 3965126311034 3965132671410 400454652 246
4004165521734 3965126311034 3965132671410 400504651 281
